"X","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs","WellType"
16,"1419NWW006","GY277(COCO)GAL108(EPA)","CRANNAGH GWS","Borehole",61,NA,"DTB Unknown",NA,143090,207940,"to 100m","CRANNAGH","Gort","Galway",NA,"Group Scheme","Good","IV",144.9,75,NA,NA,7.2,NA,NA,NA,NA,NA,NA,"unknown","Groundwater in CO. Galway, Donal Daly 1985 report map
Location from map included.",NA,"B"
17,"1421NWW010",NA,"Agricultural School","Borehole",65.3,1.2,"Bedrock Met",NA,148130,226750,"to 100m","BALLYGARRAUN WEST",NA,"Galway",NA,"Agri & domestic use","Moderate",NA,80.3,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,"Agricultural School","Yield bailed 80.3m3/day for 1hr - see pump data - other well in college 67.1m giving 31.8-36.4m3/day","B"
18,"1421SWW059",NA,NA,"Borehole",30.5,NA,"Bedrock Not Met",NA,154440,215530,"to 100m","BALLYGARRAUN","Craughwell","Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,25.91,27.43,28.96,NA,NA,"unknown","Site map included",NA,"B"
19,"1423SEW003","Expl BH no 3","Ballymacward GWSS","Borehole",36.6,12.2,"Bedrock Met","1995-10-01",168630,237820,"to 100m","ALLOON LOWER",NA,"Galway","73","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grid reference on well card to 3 figures. info from David Ball",NA,"B"
20,"1721NEW012","ILC 1867",NA,"Borehole",20.2,5.5,"Bedrock Met","1982-12-05",196240,221170,"to 100m","CLONFERT DEMESNE",NA,"Galway","101","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,150,5.5,18.3,NA,NA,NA,"UNKNOWN","SITE TAKEN FROM SMALL MAP ON CARD,BESIDE HOUSE.","SMALL DEMAND
BAILED AT 98.2m3/DAY FOR 5MINS. NO   DRAWDOWN
","B"
21,"1721NEW013",NA,NA,"Borehole",31.3,22,"Bedrock Met","1998-08-01",185050,229050,"to 100m","POLLBOY","BALLINASLOE","Galway","88","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"Packer test available,no log data. Overburden permeability data available for other boreholes in area.","B"
22,"1721SEW204","ILC 1871",NA,"Borehole",19.2,3.7,"Bedrock Met","1980-09-30",188140,215810,"to 100m","FEAGHMORE","EYRECOURT","Galway",NA,"Agri & domestic use","Moderate","III",76.4,NA,NA,NA,31.3,150,6.7,15.6,NA,NA,NA,"UNKNOWN","SITE TAKEN FROMSMALL MAP ON CARD","clear and colourless","B"
23,"1721SEW205","ILC 1889",NA,"Borehole",48.8,5.8,"Bedrock Met","1984-04-17",189080,213450,"to 100m","FAHY","EYRECOURT","Galway",NA,"Agri use only","Poor",NA,13.7,NA,NA,NA,NA,200,5.8,6.7,42.7,NA,NA,"UNKNOWN","SITE TAKEN FROM SMALL MAP ON CARD. 2Miles SW f Eyrecourt","POOR WELL TO BE USED FOR FIELD SUPPLIES. WATER QUALITY DATA AVAIL IN ILC FOLDER","B"
24,"1721SEW206","ILC 1883",NA,"Borehole",52.4,1.5,"Bedrock Met","1981-10-06",188040,215900,"to 100m","FEAGHMORE","EURCOURT","Galway",NA,"Agri & domestic use","Moderate","IV",44,NA,NA,NA,10.06,150,32.9,50.3,NA,NA,NA,"UNKNOWN","Site taken from small well cards,2miles NW Eyrecourt","clear and colourless","B"
25,"1721SEW207","ILC 1870",NA,"Borehole",35.7,0.9,"Bedrock Met","1980-11-28",188730,216440,"to 100m","FEAGHMORE",NA,"Galway",NA,"Agri & domestic use","Poor",NA,9.3,NA,NA,NA,NA,150,7,29.9,NA,NA,NA,"UNKNOWN","SITE TAKEN FROM SMALL MAP ON CARD","BAD WELL, NEVER USED","B"
26,"1421NEW004",NA,NA,"Borehole",97.5,10,"Bedrock Presumed","1996-01-01",169800,220170,"to 200m","KILREEKIL",NA,"Galway",NA,"Agri & domestic use","Failure",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
27,"1421SWW002","ILC 1763",NA,"Borehole",27.7,0.3,"Bedrock Met","1975-12-05",140250,214420,"to 200m","CREGLUCAS","KINVARA","Galway",NA,"Agri & domestic use","Moderate",NA,87.3,NA,NA,NA,NA,150,5.5,22.9,NA,NA,NA,"UNKNOWN","Site taken from map on small well card and map in ILC folder",NA,"B"
28,"1423NEW002",NA,NA,"Borehole",36.6,14.9,"Bedrock Presumed","1995-10-01",165660,240220,"to 200m","MONEEN","Ballymacward","Galway","59","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from David Ball",NA,"B"
29,"1121NEW001",NA,NA,"Unknown",19.8,NA,"DTB Unknown",NA,133270,225310,"to 500m","MURROOGH",NA,"Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Functioned with Pump for 30 years, but when deepened well pump fitted ran dry","B"
30,"1121NEW024","GY164(Co.Co.) H/PUMP","BROCKAGH/LISDUFF GWSS","Borehole",33.2,NA,"DTB Unknown",NA,134830,229050,"to 500m","BROCKAGH",NA,"Galway","82","Group Scheme","Good",NA,130.9,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","Groundwater in CO. Galway, Donal Daly 1985.
Location from map included.","tested Oct 1977 @ 130.pm3/d","B"
31,"1121SEW006",NA,"Galway Co. Co.","Borehole",10.7,3.7,"Bedrock Presumed","1962-04-01",138080,216820,"to 500m","KILLEENARN","Kilcolgan","Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer yield","B"
32,"1123NEW004",NA,"Kilnalak Co-Op","Borehole",45.7,3.6,"Bedrock Met",NA,126490,247320,"to 500m","HEADFORD",NA,"Galway","42","Agri & domestic use","Good",NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winter Supply","B"
33,"1123NEW008",NA,"ATHENRY CREAMERY","Borehole",76.5,NA,"DTB Unknown",NA,131500,248850,"to 500m","OLTORE",NA,"Galway","42","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN","IN MIDDLE OF A BARLEY FIELD","GOOD QUALITY","B"
34,"1123SEW001",NA,NA,"Unknown",52.3,NA,"DTB Unknown",NA,129090,237900,"to 500m","ANNAGHDOWN",NA,"Galway","69","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New school. Rev T. Mc Etlin","Yield between 87.2-109m3/day","B"
35,"1419NWW001","ILC 1732B, Rec C183, Plot 3",NA,"Borehole",48.8,4.3,"Bedrock Met","1974-08-20",140190,205210,"to 500m","SHIGANNAGH","GORT","Galway","122","Agri use only","Poor","V",27.3,NA,NA,NA,1.28,125,26.5,32,NA,NA,NA,"UNKNOWN","SITE TAKEN FROM SMALL MAP ON CARD. 5 Miles NW of Gort","2 earlier attempts at 28m and 21.3m failed due to silting","B"
36,"1421NEW001",NA,"Galway Co. Co.","Borehole",38.1,3.1,"Bedrock Presumed","1962-04-01",157680,224800,"to 500m","CLOGHAREVAUN",NA,"Galway","97","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer yield","B"
37,"1421NEW002",NA,NA,"Borehole",76.8,NA,"DTB Unknown","1967-07-01",159590,223840,"to 500m","CARROWKEEL",NA,"Galway","97","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A small amount of black water discharged, a very strong and unpleasant smell","B"
38,"1421NEW003",NA,NA,"Borehole",54.7,7.9,"Bedrock Presumed","1971-05-25",156460,223610,"to 500m","RAHERNEEN",NA,"Galway","97","Agri & domestic use","Good",NA,218,NA,NA,NA,NA,NA,15.2,51.8,NA,NA,NA,NA,NA,NA,"B"
39,"1421NEW006",NA,NA,"Borehole",94.2,NA,"DTB Unknown",NA,155280,221830,"to 500m","GLEBE",NA,"Galway",NA,"Other","Good",NA,109,NA,NA,NA,NA,NA,54.9,NA,NA,NA,NA,"UNKNOWN",NA,NA,"B"
40,"1421NWW012","WTB/GAL 2746",NA,"Borehole",61,2.7,"Bedrock Presumed",NA,149620,221130,"to 500m","SHANBALLY",NA,"Galway",NA,"Agri & domestic use","Excellent",NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from GW in Co. Gal, DD 1985 and location from report sire map included","18-11-1971","B"
41,"1421NWW042",NA,NA,"Borehole",18.9,1.5,"Bedrock Met",NA,142450,226350,"to 500m","MOUNTAIN WEST",NA,"Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,"UNKNOWN",NA,"BIG YIELD","B"
42,"1421NWW052","WTB/Gal 233",NA,"Borehole",64.6,1.5,"Bedrock Met",NA,149300,222180,"to 500m","STONELEIGH","Laghtphilip","Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"22/07/72","B"
43,"1421SEW002","ILC 1715B","BRENDEN'S MELODY'S","Borehole",29.9,1.5,"Bedrock Met",NA,168640,217130,"to 500m","BALLYDAVID","LOUGHREA","Galway",NA,"Agri use only","Poor","IV",32.7,NA,NA,NA,4.3,150,6.7,NA,NA,NA,NA,"UNKNOWN","Location from small well card and Land Commission folder","clear and colourless","B"
44,"1421SWW053",NA,NA,"Borehole",67.1,3.7,"Bedrock Presumed","1971-05-08",152750,218190,"to 500m","COLSGROVE",NA,"Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
45,"1423SEW004","Expl BH no 2","Ballymacward GWSS","Borehole",48.8,15.2,"Bedrock Met","1995-10-01",168650,237860,"to 500m","ALLOON LOWER",NA,"Galway","73","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
46,"1423SEW005","Expl BH no 1","Ballymacward GWSS","Borehole",42.7,4.6,"Bedrock Presumed","1995-10-01",167810,237510,"to 500m","ALLOON UPPER","Ballymacward","Galway","73","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alloon Bridge",NA,"B"
47,"1423SEW011",NA,"Galway County Council","Borehole",45.7,6.4,"Bedrock Presumed",NA,169680,239320,"to 500m","SCARRETH",NA,"Galway","60","Agri & domestic use","Moderate",NA,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN","NORTH OF BALLYMACWARD","WINTER YIELD","B"
48,"1423SWW015",NA,NA,"Borehole",67.1,NA,"DTB Unknown",NA,151940,234740,"to 500m","NURSERY PARK",NA,"Galway","71","Unknown","Failure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"25447","B"
49,"1423SWW018",NA,NA,"Spring",0.9,NA,"DTB Unknown",NA,150090,232170,"to 500m","LOUGHAUNENAGHAN",NA,"Galway","71","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"RELIABLE BUT SLOW. 18/09/1969","B"
50,"1721SWW001","WTB/GAL 3249",NA,"Borehole",37.8,NA,"DTB Unknown",NA,176610,219580,"to 500m","GORTAVOHER","Ballinasloe","Galway",NA,"Agri & domestic use","Failure",NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
51,"1721SWW002","116.1",NA,"Borehole",51.8,2.7,"Bedrock Presumed",NA,175060,211260,"to 500m","TYNAGH",NA,"Galway",NA,"Agri & domestic use","Good",NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAtional School
Location from GW in Co. Gal, DD 1985","23383","B"
52,"1723SWW002",NA,NA,"Borehole",65.5,3.7,"Bedrock Met","1966-07-01",173480,231350,"to 500m","KILCONNELL",NA,"Galway","86","Agri & domestic use","Good",NA,130.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
53,"1725SWW031",NA,NA,"Borehole",18.3,11,"Bedrock Presumed","1971-01-29",174090,253190,"to 500m","DORANSTOWN","BALLYGAR","Galway",NA,"Agri & domestic use","Moderate",NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN","W OF BALLYGAR",NA,"B"
1,"0525SEW002",NA,NA,"Borehole",62.5,38.1,"Bedrock Met",NA,69090,257220,"to 1km","LETTERFRACK","Rossleague","Galway","22","Agri & domestic use","Poor","V",32.7,NA,NA,NA,1.34,150,NA,NA,NA,NA,NA,"unknown",NA,"water quality data available","C"
2,"1119NEW102",NA,NA,"Borehole",43,NA,"DTB Unknown",NA,138560,203100,"to 1km","ROO","Gort","Galway","122","Agri & domestic use","Good",NA,130.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,"C"
3,"1121NEW002",NA,NA,"Borehole",61.8,NA,"DTB Unknown","1958-03-20",136850,226060,"to 1km","GARRAUN SOUTH","oranmore","Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,"School",NA,"C"
4,"1121NEW003",NA,"COOLAGH WELL","Spring",1.5,NA,"DTB Unknown",NA,125850,227910,"to 1km","COOLAGH",NA,"Galway","82","Agri & domestic use","Low Spring",NA,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STONE LINED. REPORTS OF NEVER GOING DRY","C"
5,"1121NEW004",NA,NA,"Borehole",76.2,0.3,"Bedrock Met",NA,134150,227550,"to 1km","BALLYBRIT",NA,"Galway","82","Domestic use only","Excellent",NA,654.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,"C"
6,"1121NEW027","Gal 94.47",NA,"Unknown",3,NA,"DTB Unknown",NA,132550,224800,"to 1km","BALLYLOUGHAUN","Renmore","Galway",NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","manual old pump,unused,went dry",NA,"C"
7,"1121SEW005",NA,NA,"Unknown",NA,NA,NA,NA,131150,219300,"to 1km","TAWIN WEST",NA,"Galway","102","Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
8,"1123NEW001",NA,"Galway Co. Co.","Borehole",7.9,0.6,"Bedrock Presumed","1962-08-01",133050,241540,"to 1km","BALROBUCK BEG",NA,"Galway","56","Agri & domestic use","Moderate",NA,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
9,"1123NEW002",NA,"Galway Co Co","Borehole",83.8,4,"Bedrock Met","1962-08-15",130100,243620,"to 1km","MAUSREVAGH",NA,"Galway","56","Agri & domestic use","Moderate",NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer Yield","C"
10,"1123NEW043",NA,"CO. CO.","Borehole",30.9,12.2,"Bedrock Met",NA,129730,244930,"to 1km","RAFWEE","HEADFORD","Galway","56","Agri & domestic use","Moderate",NA,61,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,"C"
11,"1123NEW054","ILC 1384, S23096",NA,"Borehole",42.7,NA,"DTB Unknown","1969-03-23",139510,245860,"to 1km","MONEEN","Cummer","Galway",NA,"Agri & domestic use","Good",NA,151.51,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,"Yields vary:
5hr test - 151.5m3/d
2.5hr test - 67.58m3/d
8hr test - 1213.17m3/d
clear and colourless, excellent well.","C"
12,"1123NWW001","WTB/GAL 536",NA,"Borehole",23.8,NA,"DTB Unknown",NA,122380,245720,"to 1km","CARROWNAKIB",NA,"Galway","41","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
13,"1123NWW011",NA,NA,"Borehole",45.7,0.9,"Bedrock Met",NA,114250,241010,"to 1km","MOYVOON WEST",NA,"Galway","54","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO WATER","C"
14,"1123NWW012",NA,"CLOONMORE CO. CO. PUMP","Borehole",61,0.9,"Bedrock Met",NA,123050,240330,"to 1km","CLOONMORE",NA,"Galway","55","Domestic use only","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"hand pump","C"
15,"1123NWW036","Ga 55.22",NA,"Borehole",54.9,0.9,"Bedrock Met",NA,121150,240900,"to 1km","CAHERMOREKNOCK","Roscahilll","Galway","55","Domestic use only","Good",NA,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
16,"1123SEW002","WTB/GAL 860","Franciscan Monastery","Unknown",30.5,3.1,"Bedrock Presumed",NA,132870,239570,"to 1km","CORRANDULLA",NA,"Galway","69","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24532","C"
17,"1123SWW002",NA,NA,"Unknown",31,5.2,"Bedrock Met",NA,117860,238580,"to 1km","PRIBBAUN",NA,"Galway","68","Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"SUMMER YIELD","C"
18,"1123SWW004",NA,NA,"Borehole",13.7,4.6,"Bedrock Met",NA,123510,237440,"to 1km","TULLOKOYNE",NA,"Galway","68","Agri & domestic use","Good",NA,218.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"VERY GOOD","C"
19,"1419NWW003","TRIAL WELL","BALLINDUFF/TULLIRA","Borehole",152.4,9.1,"Bedrock Met","1997-05-01",146700,208980,"to 1km","BALLINDUFF",NA,"Galway",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","trial well at pumphouse/ Briody Aquadrill services",NA,"C"
20,"1419SWW014",NA,"Galway Co. Co.","Borehole",64,0.6,"Bedrock Met","1962-04-01",141870,193440,"to 1km","SCARRIFF",NA,"Galway",NA,"Agri & domestic use","Moderate",NA,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
21,"1419SWW018",NA,"Galway Co. Co.","Borehole",42.8,4.3,"Bedrock Presumed","1962-04-01",150090,199210,"to 1km","KILCRIMPLE","Ballyturin","Galway",NA,"Agri & domestic use","Moderate",NA,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer yield","C"
22,"1421NEW005",NA,NA,"Borehole",38.4,4.9,"Bedrock Met",NA,160780,225550,"to 1km","CARROWNAGLOGH",NA,"Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN","EAST OF KILTULLAGH","JAN 1965 AT 38.4m
TWO OTHER REPORTED YIELDS:0.55m3/DAY AT 3.7
27.3m3/DAY AT 9.1m","C"
23,"1421NEW007",NA,NA,"Borehole",47.5,NA,"DTB Unknown",NA,157430,222460,"to 1km","LISNADRISHA",NA,"Galway","97","Unknown","Failure",NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
24,"1421NEW008",NA,NA,"Borehole",61.6,12.2,"Bedrock Met",NA,159150,221940,"to 1km","TOOLOOBAUN BEG",NA,"Galway","97","Unknown","Poor",NA,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"DW OF 9.1m; NO ROCK HITS, NO WATER-INADEQUATE. 3rd WELL OF 42.7m; NO WATER","C"
25,"1421NEW009",NA,NA,"Borehole",76.8,NA,"DTB Unknown",NA,159820,223920,"to 1km","CARROWKEEL",NA,"Galway","97","Unknown","Poor",NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"SULPHUR","C"
26,"1421NEW021","ILC 1371, Rec S20602",NA,"Borehole",30.5,NA,"DTB Unknown",NA,156740,220640,"to 1km","CARROWNAGOWER",NA,"Galway","97","Agri & domestic use","Poor",NA,18.53,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"unknown",NA,"storage of 218m3/d. Bailer yield 43.6m3/d","C"
27,"1421NWW001",NA,NA,"Borehole",115.8,NA,"DTB Unknown","1997-11-03",154530,225610,"to 1km","ESKER",NA,"Galway",NA,"Agri & domestic use","Failure",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No water","C"
28,"1421NWW002","WTB/GAL 2425",NA,"Borehole",56.4,4.6,"Bedrock Presumed","1970-02-01",140730,223840,"to 1km","MONEYMORE","Oranmore","Galway",NA,"Agri & domestic use","Good",NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
29,"1421NWW003","96.8",NA,"Borehole",34.8,12.2,"Bedrock Presumed","1971-11-10",150540,222140,"to 1km","TEMPLEMARTIN","Craughwell","Galway",NA,"Agri & domestic use","Excellent",NA,523.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from GW in Co. Gal, DD 1985 and location from report sire map included",NA,"C"
30,"1421NWW004","WTB/GAL 98",NA,"Borehole",18.3,13.4,"Bedrock Presumed",NA,149120,223560,"to 1km","CAHERCRIN","Athenry","Galway",NA,"Agri & domestic use","Good",NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
31,"1421NWW005","WTB/GAL 2941",NA,"Borehole",27.7,6.1,"Bedrock Presumed","1972-06-25",146130,223530,"to 1km","COLDWOOD","Craughwell","Galway",NA,"Agri & domestic use","Good",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
32,"1421NWW007","WTB/GAL 74, WTB/GAL 233",NA,"Borehole",15.2,NA,"Bedrock Not Met",NA,150630,220630,"to 1km","CRAUGHWELL",NA,"Galway",NA,"Agri & domestic use","Failure",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 attempts bored to 3.1m, 9.2m and 15.24m, No water","C"
33,"1421NWW009",NA,NA,"Borehole",51,2.1,"Bedrock Met",NA,150080,227840,"to 1km","ATHENRY",NA,"Galway",NA,"Agri & domestic use","Excellent",NA,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winter supply","C"
34,"1421NWW011","WTB/GAL 4070",NA,"Borehole",52.4,9.8,"Bedrock Met",NA,142870,222480,"to 1km","TARRAMUD",NA,"Galway",NA,"Agri & domestic use","Good",NA,261.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
35,"1421NWW013",NA,NA,"Borehole",67.1,3.7,"Bedrock Met",NA,149050,221130,"to 1km","SCALP",NA,"Galway",NA,"Agri & domestic use","Excellent",NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26211","C"
36,"1421NWW014",NA,NA,"Borehole",68.3,1.5,"Bedrock Met",NA,148820,222390,"to 1km","LAGHTPHILIP",NA,"Galway",NA,"Agri & domestic use","Good",NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from GW in Co. Gal, DD 1985 and location from report sire map included","218-545m3/day 06-03-1972","C"
37,"1421NWW015",NA,NA,"Borehole",48.8,6.4,"Bedrock Met",NA,149510,220200,"to 1km","CRINNAGE",NA,"Galway",NA,"Agri & domestic use","Excellent",NA,523,NA,NA,NA,NA,NA,9.2,24.4,41.2,NA,NA,NA,NA,NA,"C"
38,"1421NWW022",NA,NA,"Borehole",22.3,7,"Bedrock Met",NA,146900,225160,"to 1km","GREETHILL",NA,"Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,"V LARGE YIELD, SEEMS TO BE INTO AN UNDERGROUND RIVER,COULD BE MANY THOUSANDS GPH.","C"
39,"1421NWW023",NA,NA,"Borehole",67.1,NA,"DTB Unknown",NA,149050,221030,"to 1km","SCALP","CRAUGHWELL","Galway",NA,"Other","Excellent",NA,545.5,NA,NA,NA,NA,NA,48.8,60.9,NA,NA,NA,"UNKNOWN",NA,NA,"C"
40,"1421NWW024",NA,NA,"Borehole",74.4,NA,"DTB Unknown",NA,148980,225990,"to 1km","MULPET",NA,"Galway",NA,"Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,"C"
41,"1421NWW026",NA,NA,"Borehole",42.7,NA,"DTB Unknown",NA,145640,227840,"to 1km","CARAUNDUFF",NA,"Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALSO BORE 80.8m;FAILED TO GET WATER",NA,"C"
42,"1421NWW053","96.1","Rathgorgan","Borehole",NA,NA,NA,NA,154330,223920,"to 1km","RATHGORGAN","Craughwell","Galway",NA,"Unknown","Excellent",NA,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Info from GW in Co. Gal, DD 1985 and location from report sire map included","Info from GW in Co. Gal, DD 1985.
""Needs verification""","C"
43,"1421SEW001",NA,"Galway Co. Co.","Borehole",36.6,5.2,"Bedrock Presumed","1964-05-01",158880,216350,"to 1km","KNOCKAUNCOURA",NA,"Galway",NA,"Agri & domestic use","Moderate",NA,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C"
44,"1421SEW003","ILC 1875",NA,"Borehole",56.7,4.6,"Bedrock Met","1981-08-14",168240,218680,"to 1km","COOLEENY","LOUGHREA","Galway",NA,"Agri & domestic use","Moderate","IV",54.6,NA,NA,NA,6,150,18.2,53.3,NA,NA,NA,"UNKNOWN","SITE TAKEN FROM SMALL MAP ON THE CARD
WEST OF KIREEKLE","CLEAR AND COLOURLESS.
PREVIOUS ATTEMPTS TO 65.3m3 HAD 54.6m3/day, STRONG SMELL H2S","C"
45,"1421SEW008",NA,NA,"Borehole",36.6,5.8,"Bedrock Met",NA,160140,211250,"to 1km","CAHERATRIM","Loughrea","Galway",NA,"Agri & domestic use",NA,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,"unknown
",NA,"water quality data available","C"
46,"1421SEW009",NA,NA,"Borehole",36.6,12.2,"Bedrock Not Met",NA,156480,216940,"to 1km","CARROWCLOUGH","Loughrea","Galway",NA,"Agri & domestic use","Poor",NA,21.8,NA,NA,NA,NA,150,30.48,NA,NA,NA,NA,"unknown
Drilled May 1974",NA,"water chemical data available","C"
47,"1421SWW003",NA,NA,"Borehole",59.4,3.1,"Bedrock Met","1984-04-11",154230,217240,"to 1km","SEEFIN","craughwell","Galway",NA,"Domestic use only","Poor",NA,7.6,NA,NA,NA,NA,NA,48.8,NA,NA,NA,NA,"unknown","site taken from small map on card","Steel Casing, Max Safe yield: 
32.7m3/day","C"
